name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,name2,five_utr_len,cds_len,three_utr_len,total_exonic_len,is_ncrna
NM_178626,chr11,-,54530916,54601205,54533760,54553793,Cdc42se2,557,255,2326,3138,False
NM_172757,chr8,+,90661783,90695842,90661918,90694880,Heatr3,135,2040,962,3137,False
NM_001159502,chr12,-,104646185,104664057,104646421,104663868,Ddx24,189,2712,236,3137,False
NM_181589,chr2,-,129093945,129122948,129094773,129122877,Ckap2l,71,2238,828,3137,False
NM_028658,chr17,+,88929463,88987707,88929601,88987053,Ppp1r21,138,2343,654,3135,False
NM_080636,chr18,+,36942862,36952214,36943046,36950783,Hars2,184,1518,1431,3133,False
NM_029846,chr1,+,89652585,89689003,89652774,89687884,Atg16l1,189,1824,1119,3132,False
NM_001195025,chr1,+,134212701,134230065,134212806,134228958,Nuak2,105,1920,1107,3132,False
NM_001146085,chr14,+,48092235,48151637,48148859,48150947,Fbxo34,354,2088,690,3132,False
NM_023041,chr1,+,174056885,174066628,174056909,174064421,Pex19,24,900,2207,3131,False
NM_173022,chr10,+,121176985,121189921,121177031,121188175,BC048403,46,1338,1746,3130,False
NM_134050,chr12,-,77898946,77923511,77901229,77923304,Rab15,207,639,2283,3129,False
NM_172705,chr4,-,151363739,151370288,151365661,151369973,Phf13,315,891,1922,3128,False
NM_172395,chr3,+,95032345,95040346,95035960,95037487,Cdc42se1,696,243,2189,3128,False
NM_030257,chr13,+,81796804,81810889,81804013,81808822,Lysmd3,141,918,2067,3126,False
NM_173180,chr2,+,26244867,26252641,26244884,26251108,Pmpca,17,1575,1533,3125,False
NM_027475,chr14,-,21139080,21167343,21139945,21166037,Ecd,334,1926,865,3125,False
NM_028320,chr1,+,136311954,136329927,136319591,136328235,Adipor1,302,1128,1692,3122,False
NM_172898,chr7,-,31232784,31242534,31233137,31241868,Kirrel2,666,2103,353,3122,False
NM_178620,chr11,+,116715313,116736951,116715391,116735259,Mfsd11,78,1350,1692,3120,False
NM_145142,chr1,-,38920717,38955005,38922342,38952803,Chst10,369,1125,1625,3119,False
NM_026412,chr2,+,118639738,118661948,118639836,118659867,Knstrn,98,939,2081,3118,False
NM_025373,chr12,+,56403623,56483478,56404894,56483387,Prorp,1271,1755,91,3117,False
NM_175153,chr9,+,64808736,64834788,64812188,64833908,Ints14,689,1548,880,3117,False
NM_001012309,chr11,-,76857793,76891939,76859241,76891900,Nsrp1,39,1629,1448,3116,False
NM_011822,chr17,-,26063364,26078934,26064548,26074397,Pigq,185,1746,1184,3115,False
NM_027130,chr18,-,67564417,67608846,67564931,67608655,Afg3l2,191,2409,514,3114,False
NM_001081264,chr4,+,99382320,99430151,99385842,99428759,Alg6,198,1524,1392,3114,False
NM_001177770,chr3,+,108456857,108480929,108457260,108479854,Clcc1,403,1635,1075,3113,False
NM_130881,chr4,+,122960153,122976168,122960857,122975324,Pabpc4,704,1983,425,3112,False
NM_016698,chr5,-,115691778,115722904,115691993,115722422,Rnf10,482,2415,215,3112,False
NM_007755,chr7,-,88491911,88599644,88493226,88599534,Cpeb1,110,1686,1315,3111,False
NM_144535,chr14,+,49686223,49707398,49686465,49706002,Ap5m1,242,1473,1396,3111,False
NM_198626,chr16,-,30955588,31081518,30957423,31081421,Xxylt1,97,1179,1835,3111,False
NM_011049,chrX,+,20265551,20277005,20270455,20275772,Cdk16,387,1491,1233,3111,False
NM_025820,chr2,-,145743217,145760436,145744159,145760340,Crnkl1,96,2073,942,3111,False
NM_001033201,chr4,+,46151382,46185274,46151724,46184878,Ncbp1,342,2373,396,3111,False
NM_001077363,chr10,+,79317176,79327180,79317458,79326022,Ptbp1,282,1668,1158,3108,False
NM_028923,chr2,+,29790928,29814952,29791019,29814035,Gle1,91,2100,917,3108,False
NM_021330,chr12,-,31578190,31596477,31580740,31596397,Acp1,80,477,2550,3107,False
NM_018887,chr17,+,43804320,43888380,43804557,43886924,Cyp39a1,237,1413,1456,3106,False
NM_145409,chr17,-,25855974,25864360,25856092,25864282,Chtf18,78,2910,118,3106,False
NM_023117,chr2,+,131012683,131024247,131012916,131023105,Cdc25b,233,1731,1142,3106,False
NM_010288,chr10,+,56097105,56110225,56107352,56108501,Gja1,232,1149,1724,3105,False
NM_001127338,chr18,-,56685389,56732593,56686606,56721794,Aldh7a1,352,1536,1217,3105,False
NM_145128,chr1,+,129101562,129379549,129203352,129379302,Mgat5,634,2223,247,3104,False
NM_029880,chr12,+,85626245,85656782,85633281,85654963,Ptgr2,229,1056,1819,3104,False
NM_001136058,chr5,+,37633296,37683402,37633383,37682447,Crmp1,87,2061,955,3103,False
NM_007600,chr19,-,5988544,6015247,5989360,6014467,Capn1,143,2142,816,3101,False
NM_019574,chr11,+,3190459,3209086,3190616,3208069,Patz1,157,1926,1017,3100,False
NM_007907,chr10,+,80639375,80645254,80639471,80644827,Eef2,96,2577,427,3100,False
NM_010786,chr10,-,117125930,117147814,117127265,117146836,Mdm2,294,1470,1335,3099,False
NM_007634,chr17,-,24360176,24388354,24360842,24388255,Ccnf,99,2334,666,3099,False
NM_144888,chr2,+,131059798,131073760,131064529,131072525,Mavs,351,1512,1235,3098,False
NM_001159941,chr5,-,114813580,114830514,114815650,114830437,Kctd10,77,951,2070,3098,False
NM_030187,chr12,+,106944191,107020657,106944374,107019919,Ak7,183,2172,738,3093,False
NM_134010,chr10,-,117187698,117229761,117187915,117229667,Nup107,94,2781,217,3092,False
NM_133754,chr4,-,141131976,141161967,141133744,141151385,Fblim1,195,1128,1768,3091,False
NM_144892,chr2,-,164825856,164860279,164827081,164848683,Ncoa5,126,1740,1225,3091,False
NM_029502,chr11,-,118267602,118280432,118269037,118272803,Cant1,444,1212,1435,3091,False
NM_019650,chr11,-,103538162,103559037,103540549,103558972,Gosr2,65,639,2387,3091,False
NM_029815,chr2,-,170172490,170253345,170173573,170246162,Bcas1,105,1902,1083,3090,False
NM_172254,chr14,-,32893702,32898878,32896366,32898703,Dph3,175,249,2664,3088,False
NM_011932,chr3,-,137593970,137644513,137596084,137644383,Dapp1,130,843,2114,3087,False
NM_011842,chr19,+,9016409,9026790,9016844,9026145,Mta2,435,2007,645,3087,False
NM_016777,chr4,-,116273656,116300556,116274320,116299995,Nasp,101,2322,664,3087,False
NM_148930,chr9,-,107642825,107673333,107643297,107671908,Rbm5,167,2448,472,3087,False
NM_146124,chr2,+,91493364,91512477,91494231,91511057,Arhgap1,346,1320,1420,3086,False
NM_001037997,chr17,+,64213329,64488846,64245425,64488366,Fer,134,2472,480,3086,False
NM_007924,chr8,+,73063573,73116757,73063605,73115513,Ell,32,1809,1244,3085,False
NM_152812,chr4,-,14736651,14753560,14738810,14753519,Otud6b,41,885,2159,3085,False
NM_026174,chr14,+,69955207,69984799,69965643,69983796,Entpd4,239,1842,1003,3084,False
NM_007570,chr1,-,135971441,135975732,135973945,135975630,Btg2,102,477,2504,3083,False
NM_027927,chr3,+,132754818,132773949,132759720,132772383,Ints12,131,1386,1566,3083,False
NM_144880,chr1,-,193175859,193220920,193176855,193220295,Ppp2r5a,625,1461,996,3082,False
NM_177869,chr5,+,20930720,20987942,20930985,20986262,Fam185a,265,1137,1680,3082,False
NM_175675,chr5,+,30950311,30962102,30950394,30960222,Slc35f6,83,1119,1880,3082,False
NM_146164,chr5,+,138070350,138082327,138070434,138081373,Lrch4,84,2043,954,3081,False
NM_008628,chr17,+,88071871,88123053,88071935,88122844,Msh2,64,2808,209,3081,False
NM_026697,chr2,-,35035724,35056640,35037789,35048192,Rab14,368,648,2065,3081,False
NM_026106,chr5,+,108697915,108709540,108698608,108707684,Dr1,693,531,1856,3080,False
NM_177718,chr16,-,28826261,28929784,28827830,28929749,Mb21d2,35,1476,1569,3080,False
NM_009376,chr14,+,58042907,58136773,58049380,58136295,Ift88,123,2478,478,3079,False
NM_028812,chr16,-,37509881,37539875,37511474,37536254,Gtf2e1,162,1323,1593,3078,False
NR_003368,chr15,+,61869540,62082531,62082531,62082531,Pvt1,0,0,3076,3076,True
NM_009015,chr4,-,115769559,115796294,115769765,115795669,Rad54l,625,2244,206,3075,False
NM_177632,chr16,+,30599808,30602883,30600685,30601960,Fam43a,877,1275,923,3075,False
NM_025296,chr2,-,127066673,127073552,127068532,127073356,Ciao1,196,1020,1859,3075,False
NM_133744,chr9,+,108362883,108368277,108365320,108366622,Ccdc71,117,1302,1655,3074,False
NM_008610,chr8,+,95351195,95377320,95351523,95376564,Mmp2,328,1989,756,3073,False
NM_017463,chr17,+,34729203,34734345,34729498,34732861,Pbx2,295,1293,1484,3072,False
NM_007913,chr18,+,35020860,35024610,35021142,35023422,Egr1,282,1602,1188,3072,False
NM_021495,chr16,-,46447273,46497080,46448500,46496887,Nectin3,193,1650,1227,3070,False
NM_009510,chr17,-,6942479,6987129,6943651,6986992,Ezr,137,1761,1172,3070,False
NM_153807,chr11,-,94418415,94463100,94419620,94463084,Acsf2,16,1848,1205,3069,False
NM_009834,chr3,+,51028368,51055576,51029025,51054454,Noct,657,1290,1122,3069,False
NM_029780,chr6,-,115568588,115626653,115569283,115594634,Raf1,426,1947,695,3068,False
NM_153775,chr8,+,125000042,125006992,125000127,125005556,Ctu2,85,1545,1436,3066,False
NM_153556,chr1,-,53246030,53353872,53246177,53338916,Pms1,163,2754,147,3064,False
NM_019930,chr13,-,43498041,43576342,43498927,43576297,Ranbp9,45,2133,886,3064,False
NM_012025,chr15,-,99450927,99482087,99451819,99473398,Racgap1,285,1887,892,3064,False
NM_009037,chr2,-,105226104,105239476,105228075,105239362,Rcn1,114,978,1971,3063,False
NM_001135198,chr9,-,108305822,108334157,108307093,108330802,Iho1,66,1725,1271,3062,False
NM_019965,chr10,+,59342330,59362044,59342425,59359219,Dnajb12,95,1131,1836,3062,False
NM_011035,chr7,+,104991448,105060891,105002969,105059692,Pak1,227,1635,1199,3061,False
NM_001038602,chr13,-,101365911,101386926,101367243,101382524,Marveld2,61,1668,1332,3061,False
NM_001081176,chr13,-,81812835,81850012,81815034,81838859,Polr3g,189,672,2199,3060,False
NM_138757,chr6,-,146498153,146526357,146498467,146524971,Ints13,546,2199,314,3059,False
NM_028886,chr6,+,33979447,34084034,33979456,34083448,Lrguk,9,2463,586,3058,False
NM_007832,chr5,+,89194037,89212302,89194280,89210271,Dck,243,783,2031,3057,False
NM_026181,chr7,-,36061562,36103459,36061799,36103432,Gpatch1,27,2793,237,3057,False
NM_013692,chr15,-,38224160,38230466,38225659,38230349,Klf10,117,1440,1499,3056,False
NM_026908,chr14,+,60059799,60167741,60115670,60166002,Cab39l,303,1014,1739,3056,False
NM_019998,chr4,-,47482704,47487239,47484430,47487158,Alg2,81,1248,1726,3055,False
NM_001166364,chr9,+,57385334,57390994,57385427,57388626,Fam219b,93,594,2368,3055,False
NM_133701,chr2,+,181336023,181390366,181336165,181390279,Prpf6,142,2826,87,3055,False
NM_148941,chr9,-,83672298,83699912,83674146,83699645,Elovl4,267,939,1848,3054,False
NM_010816,chr16,+,48431349,48631018,48431453,48630925,Morc1,104,2853,93,3050,False
NM_144802,chr17,-,80428826,80461608,80429824,80461332,Hnrnpll,276,1776,998,3050,False
NM_133753,chr4,+,150229178,150242998,150239256,150241611,Errfi1,275,1386,1387,3048,False
NM_023635,chr9,+,72892616,72945421,72923221,72943263,Rab27a,224,666,2158,3048,False
NM_020004,chr11,-,100566059,100573781,100566551,100573718,Kat2a,63,2493,492,3048,False
NM_025855,chr10,+,29033305,29066467,29033472,29064555,Echdc1,167,969,1912,3048,False
NM_008795,chr1,-,134010123,134036262,134011512,134019012,Cdk18,301,1356,1389,3046,False
NM_177178,chr15,+,9070325,9127206,9078787,9126472,Lmbrd2,227,2085,734,3046,False
NM_145553,chr4,-,132455127,132478466,132457136,132478353,Fam76a,113,924,2009,3046,False
NM_010509,chr16,+,91373027,91405832,91384143,91404659,Ifnar2,330,1542,1173,3045,False
NM_001177371,chr13,-,55574788,55589437,55575583,55589309,Dbn1,128,2121,795,3044,False
NM_175372,chr7,-,4377266,4397259,4379159,4397113,Rdh13,146,1005,1893,3044,False
NM_010637,chr4,-,55540008,55545347,55540996,55544743,Klf4,604,1452,988,3044,False
NM_015827,chr9,+,98464149,98488794,98464239,98488559,Copb2,90,2718,235,3043,False
NM_010481,chr18,-,35097068,35114005,35097969,35113904,Hspa9,101,2040,901,3042,False
NM_175004,chr11,+,86497575,86505959,86501627,86503606,Ptrh2,140,549,2353,3042,False
NM_023732,chr1,-,75168214,75176966,75168453,75176692,Abcb6,274,2529,239,3042,False
NM_007839,chr5,-,52541441,52581785,52541899,52581589,Dhx15,196,2388,458,3042,False
NM_001013405,chr9,+,122714664,122745450,122717895,122744094,Tcaim,153,1530,1356,3039,False
NM_027485,chr8,-,75018457,75072209,75019385,75071865,Med26,344,1767,928,3039,False
NM_139291,chr4,-,62053379,62069659,62055878,62063838,Cdc26,282,258,2499,3039,False
NM_001159637,chr4,+,154937923,154965110,154951127,154963584,Nadk,191,1320,1526,3037,False
NM_028679,chr10,-,119578703,119638653,119579770,119638515,Irak3,138,1830,1067,3035,False
NM_011801,chr8,-,114290581,114378237,114292596,114378107,Cfdp1,130,888,2015,3033,False
NM_025391,chr8,+,109580776,109584828,109580834,109582396,Nip7,58,543,2432,3033,False
NM_026173,chr13,+,97158248,97185542,97161552,97184574,Poc5,388,1677,968,3033,False
NM_010202,chr7,+,152047290,152051150,152047409,152048846,Fgf4,119,609,2304,3032,False
NM_013463,chrX,-,131122707,131135544,131124405,131135476,Gla,68,1266,1698,3032,False
NM_145621,chr9,+,107838250,107852022,107847618,107850671,Camkv,141,1539,1351,3031,False
NM_008563,chr1,-,20793048,20810393,20793536,20810289,Mcm3,104,2439,488,3031,False
NM_025845,chr3,-,108705722,108714647,108706836,108714360,Prpf38b,287,1629,1114,3030,False
NM_013581,chr11,+,113510842,113523715,113510874,113523661,Cog1,32,2943,54,3029,False
NM_020558,chr11,+,17157549,17169179,17162659,17166698,C1d,121,426,2481,3028,False
NM_025705,chr10,+,51953424,52041184,51953556,52039802,Dcbld1,132,1512,1382,3026,False
NM_145150,chr7,+,87439336,87461145,87439466,87460071,Prc1,130,1821,1074,3025,False
NM_153583,chr9,+,21069728,21079281,21069926,21077880,Atg4d,198,1425,1401,3024,False
NM_008234,chr19,+,39005479,39042767,39005897,39042317,Hells,103,2466,450,3019,False
NM_001142410,chr2,+,150083252,150096036,150083361,150095275,Gm14124,109,2148,761,3018,False
NM_175300,chr2,+,25127985,25141436,25128035,25140983,Anapc2,50,2514,453,3017,False
NM_007771,chr10,-,84594444,84647799,84595799,84647216,Cry1,583,1821,612,3016,False
NM_133872,chr4,-,136106447,136158638,136106762,136158500,Kdm1a,138,2562,315,3015,False
NM_018808,chr8,+,86132073,86136552,86132230,86134718,Dnajb1,157,1023,1834,3014,False
NM_010770,chr12,+,8954734,8978834,8954849,8977381,Matn3,115,1446,1453,3014,False
NM_007646,chr5,+,44260047,44303613,44260114,44301582,Cd38,67,915,2031,3013,False
NM_138675,chr11,+,59761715,59776808,59761768,59774277,Med9,53,429,2531,3013,False
NM_001114328,chr9,+,72833310,72861745,72845217,72861173,Ccpg1,179,2262,572,3013,False
NM_011015,chr4,+,108252058,108287436,108261291,108287080,Orc1,133,2523,356,3012,False
NM_021388,chr3,+,115710366,115731934,115713606,115730416,Extl2,501,993,1518,3012,False
NM_178381,chr7,-,148287117,148303705,148287798,148303618,Ano9,87,2244,681,3012,False
NM_022993,chr14,+,55082983,55089128,55083411,55088686,Lrp10,428,2142,442,3012,False
NM_012056,chr6,+,56782052,56829354,56782200,56828204,Fkbp9,148,1713,1150,3011,False
NM_008773,chr7,-,108145081,108160512,108146488,108147610,P2ry2,482,1122,1407,3011,False
NM_153599,chr5,+,147042825,147114450,147043268,147113277,Cdk8,443,1395,1173,3011,False
NM_025370,chr13,-,64391105,64414018,64393408,64413992,Prxl2c,26,681,2303,3010,False
NM_031251,chr11,-,72996634,73012521,72998419,73010200,Ctns,121,1104,1785,3010,False
NM_009061,chr1,-,145846467,145851279,145848809,145851248,Rgs2,31,636,2342,3009,False
NM_172416,chr10,+,42398721,42422268,42398789,42420344,Ostm1,68,1017,1924,3009,False
NM_030743,chr2,+,167318144,167341673,167328958,167340231,Rnf114,876,690,1442,3008,False
NM_027558,chr3,-,40870247,40886968,40872548,40886916,Pgrmc2,52,654,2301,3007,False
NM_001037722,chr3,-,89143561,89153950,89143832,89153809,Adam15,141,2595,271,3007,False
NM_031256,chr2,+,76513371,76535392,76513651,76533559,Plekha3,280,894,1833,3007,False
NM_028546,chr1,+,57434463,57442266,57434514,57440408,1700066M21Rik,51,1098,1858,3007,False
NM_028814,chr3,+,88489708,88516855,88489771,88515751,Khdc4,63,1839,1104,3006,False
NM_001093764,chr7,+,3289038,3299350,3296724,3297687,Myadm,379,963,1663,3005,False
NM_023403,chr7,+,91040775,91048821,91040799,91046515,Mesd,24,675,2306,3005,False
NM_023731,chr19,-,11015970,11023756,11017659,11023723,Ccdc86,33,1281,1689,3003,False
NM_025976,chr16,+,13671950,13703705,13685228,13702350,Bfar,295,1353,1355,3003,False
NM_153144,chr11,-,84645862,84684292,84646511,84683471,Ggnbp2,256,2097,649,3002,False
NM_133692,chr7,-,107230622,107270010,107232161,107269933,Pold3,77,1386,1539,3002,False
NM_011241,chr15,-,81534677,81560349,81535618,81555027,Rangap1,291,1770,941,3002,False
NM_001038018,chr13,+,55546691,55562288,55546869,55561235,Grk6,178,1770,1053,3001,False
NM_134109,chr16,+,36694063,36726890,36694245,36725622,Ildr1,182,1551,1268,3001,False
NM_146193,chr7,-,88936959,88974317,88938453,88974277,Btbd1,40,1467,1494,3001,False
NM_133767,chr11,+,29426396,29445447,29429935,29445085,Mtif2,454,2184,362,3000,False
NM_010852,chr2,-,124913477,124949396,124914609,124949254,Myef2,142,1725,1132,2999,False
NM_001163126,chr12,+,32339733,32622495,32339754,32610624,Cog5,21,2490,486,2997,False
NM_001003920,chr7,+,4642529,4667599,4642681,4667092,Brsk1,152,2337,507,2996,False
NM_008317,chr9,+,107479280,107483282,107479388,107481745,Hyal1,108,1350,1537,2995,False
NM_025993,chr11,+,70833112,70840862,70838644,70839265,Mis12,774,621,1597,2992,False
NM_133664,chr1,+,137715174,137729918,137715555,137728894,Lad1,381,1587,1024,2992,False
NM_134095,chr15,-,81822952,81846650,81825181,81846395,Desi1,255,507,2229,2991,False
NM_152810,chr17,-,45528838,45570656,45529148,45570384,Cdc5l,272,2409,310,2991,False
NM_001163564,chr8,+,69384115,69414463,69384265,69413417,Naf1,150,1794,1046,2990,False
NM_026539,chr3,-,97364670,97414113,97364937,97414094,Chd1l,19,2703,267,2989,False
NM_175284,chr5,+,129106980,129109968,129107092,129108841,Fzd10,112,1749,1127,2988,False
NM_001081093,chr3,-,84300014,84386547,84301657,84351948,Arfip1,221,1122,1643,2986,False
NM_001008421,chr12,+,17355298,17436901,17355359,17436040,Nol10,61,2064,861,2986,False
NM_013529,chr11,+,49607656,49652122,49607738,49651267,Gfpt2,82,2049,855,2986,False
NM_172397,chr11,-,106017567,106021490,106019987,106020703,Limd2,179,387,2420,2986,False
NM_029852,chr10,+,94151534,94253081,94181718,94252553,Cep83,379,2079,528,2986,False
NM_145616,chr9,-,60435043,60535941,60435494,60535666,Lrrc49,275,2259,451,2985,False
NM_010322,chr8,+,127386932,127413957,127387137,127413215,Gnpat,205,2037,742,2984,False
NM_153585,chr9,-,114494991,114549318,114500655,114549058,Cnot10,260,2235,488,2983,False
NM_029834,chr7,-,4433122,4453282,4433673,4453200,Ppp1r12c,82,2349,551,2982,False
NM_001034882,chr14,+,79851641,79854623,79851862,79853323,Kbtbd6,221,1461,1300,2982,False
NM_013415,chr11,-,69413229,69419462,69414749,69418874,Atp1b2,588,873,1520,2981,False
NM_031999,chr13,-,13449887,13485891,13451578,13485760,Gpr137b,131,1158,1691,2980,False
NM_008583,chr19,+,6335038,6340894,6335460,6340172,Men1,422,1836,722,2980,False
NM_023644,chr3,-,35858230,35899600,35858934,35899479,Mccc1,121,2154,704,2979,False
NM_001024141,chrX,-,132606637,132619794,132607798,132619639,Nxf3,155,1662,1161,2978,False
NM_025813,chr3,+,67386689,67408153,67386739,67406620,Mfsd1,50,1395,1533,2978,False
NM_016809,chrX,-,7716100,7723006,7720397,7722183,Rbm3,258,465,2255,2978,False
NM_153287,chr9,-,119880280,119893860,119881357,119886324,Csrnp1,148,1752,1077,2977,False
NM_009879,chr5,-,123000212,123064553,123001029,123061095,Ift81,128,2031,817,2976,False
NM_153116,chr5,-,5537453,5559541,5539251,5559465,Gtpbp10,76,1101,1798,2975,False
NM_001163359,chr11,-,11700290,11708965,11701004,11703056,Fignl1,208,2052,714,2974,False
NM_198654,chr1,+,192886899,192908437,192886917,192906328,Nsl1,18,846,2109,2973,False
NM_001163268,chr6,+,125021352,125034062,125031371,125032490,Lpar5,281,1119,1572,2972,False
NM_199149,chr7,-,20116315,20147747,20116859,20147379,Ppp1r37,368,2139,464,2971,False
NM_021460,chr19,-,34566805,34601964,34568469,34599332,Lipa,113,1194,1664,2971,False
NM_011814,chr11,+,69446472,69466799,69446819,69466201,Fxr2,347,2025,598,2970,False
NM_007888,chr11,+,69814093,69823611,69814334,69823094,Dvl2,241,2211,517,2969,False
NM_175133,chr10,-,74969558,74980126,74971622,74979941,Gucd1,185,720,2064,2969,False
NM_009863,chr5,+,107393340,107413458,107394036,107412374,Cdc7,189,1695,1084,2968,False
NM_133916,chr5,+,140895258,140919312,140895314,140918377,Eif3b,56,2412,498,2966,False
NM_008567,chr1,-,130228151,130256282,130228511,130256142,Mcm6,140,2466,360,2966,False
NM_172410,chr8,+,96738463,96838966,96751576,96838595,Nup93,134,2460,371,2965,False
NM_028782,chr17,-,56753721,56766326,56753806,56766296,Lonp1,30,2850,85,2965,False
NM_009674,chr14,-,21274482,21299355,21275700,21292550,Anxa7,355,1392,1218,2965,False
NM_028243,chr7,+,100023762,100083091,100023848,100081689,Prcp,86,1476,1402,2964,False
NM_001171582,chr10,-,126733276,126748842,126733349,126748685,Mars1,157,2733,73,2963,False
NM_133941,chr7,-,140912617,140968486,140912910,140951385,Dhx32,413,2256,293,2962,False
NM_175530,chr7,+,19705207,19723610,19720806,19722618,Fbxo46,158,1812,992,2962,False
NM_175095,chr3,-,57448270,57455606,57450600,57455575,Commd2,31,600,2330,2961,False
NM_134101,chr16,+,20651724,20663487,20651789,20663318,Psmd2,65,2727,169,2961,False
NM_133851,chr2,+,119444033,119475896,119444538,119474725,Nusap1,505,1284,1171,2960,False
NM_026932,chr4,+,118293403,118300381,118293536,118298475,Ebna1bp2,133,921,1906,2960,False
NM_011244,chr15,-,102065368,102087953,102066454,102083033,Rarg,495,1377,1086,2958,False
NM_021429,chr12,+,8320238,8350630,8320271,8348893,Hs1bp3,33,1188,1737,2958,False
NM_001039509,chr1,+,74331607,74400266,74331644,74398505,Pnkd,37,1158,1761,2956,False
NM_001146081,chrX,+,161418523,161435204,161420455,161435116,Fancb,306,2562,88,2956,False
NM_026182,chr3,+,19088109,19120817,19100101,19119106,Mtfr1,255,987,1711,2953,False
NM_145144,chr2,+,31805822,31828962,31805870,31826510,Aif1l,48,453,2452,2953,False
NM_001199122,chr14,-,37933631,37948325,37935327,37946950,Ghitm,214,1041,1696,2951,False
NM_178693,chr2,+,29643012,29653455,29643804,29652099,Coq4,792,801,1356,2949,False
NM_028058,chrX,-,17132725,17149451,17135059,17149306,Fundc1,145,468,2334,2947,False
NM_145851,chr2,-,179993243,180008170,179994747,180008160,Cables2,10,1431,1504,2945,False
NM_145220,chr10,-,83062778,83111409,83063651,83111326,Appl2,83,1989,873,2945,False
NM_172704,chr4,+,151307828,151356068,151307861,151354837,Dnajc11,33,1680,1231,2944,False
NM_011818,chr6,-,86641761,86683372,86642916,86683158,Gmcl1,214,1575,1155,2944,False
NM_177573,chr4,+,124614291,124621905,124615686,124619906,9930104L06Rik,289,654,1999,2942,False
NM_177111,chr14,-,28295595,28321646,28295701,28321618,Ccdc66,28,2808,106,2942,False
NM_001081202,chr4,+,98393444,98405177,98399893,98404807,L1td1,223,2349,370,2942,False
NM_178698,chr4,-,133217339,133228562,133218424,133225730,Pigv,374,1482,1085,2941,False
NM_007998,chr18,-,64616195,64648752,64617736,64648621,Fech,131,1269,1541,2941,False
NM_013632,chr14,+,51563977,51573087,51564257,51571296,Pnp,280,870,1791,2941,False
NM_010117,chr11,-,32109584,32122293,32109803,32116258,Rhbdf1,149,2571,219,2939,False
NM_023773,chr14,+,57287084,57316266,57287188,57316009,Mphosph8,104,2577,257,2938,False
NM_007688,chr12,-,55959805,55963864,55962111,55963733,Cfl2,131,501,2306,2938,False
NM_133931,chr6,-,25693941,25759218,25694580,25748017,Pot1a,376,1923,639,2938,False
NM_009679,chr16,+,20535552,20544982,20537733,20543518,Ap2m1,165,1308,1464,2937,False
NM_019794,chr8,-,88061531,88079260,88063114,88079146,Dnaja2,114,1239,1583,2936,False
NM_018810,chr6,-,39347819,39370368,39349223,39370282,Mkrn1,86,1446,1404,2936,False
NM_026444,chr10,+,127774782,127799538,127774973,127798188,Cs,191,1395,1350,2936,False
NM_010269,chr3,+,99966385,100010912,99973922,100009742,Gdap2,267,1497,1170,2934,False
NM_173417,chr12,-,11097007,11157179,11098026,11099502,Kcns3,438,1476,1019,2933,False
NM_145412,chr8,-,109407762,109417493,109410201,109411223,Chtf8,126,366,2439,2931,False
NM_153396,chr6,-,120957240,121031645,120957280,120992277,Mical3,294,2595,40,2929,False
NM_207670,chrX,+,7367118,7397693,7367152,7397220,Gripap1,34,2421,473,2928,False
NM_021557,chr12,-,80275219,80292842,80277131,80292777,Rdh11,65,951,1912,2928,False
NM_146034,chr12,+,60230734,60291207,60230856,60290786,Mia2,122,2385,421,2928,False
NM_026011,chr6,+,108733052,108773717,108733248,108771546,Arl8b,196,561,2171,2928,False
NM_175124,chr7,-,74658295,74790122,74659991,74786157,Lrrc28,128,1104,1696,2928,False
NM_001177706,chr2,+,180701929,180717229,180705759,180716075,Arfgap1,594,1179,1154,2927,False
NM_001160038,chr1,-,63190165,63223396,63190404,63217483,Ndufs1,504,2184,239,2927,False
NM_009358,chr17,-,46819939,46841951,46820937,46841808,Ppp2r5d,143,1785,998,2926,False
NM_001039556,chr4,+,11486066,11542955,11490489,11542801,Rad54b,110,2661,154,2925,False
NM_201364,chr1,-,165884138,165924927,165884275,165924851,BC055324,76,2712,137,2925,False
NM_001097644,chr1,+,64737918,64772216,64737964,64770213,Ccnyl1,46,876,2003,2925,False
NM_016893,chr12,+,78339090,78576983,78433113,78576303,Fut8,515,1728,680,2923,False
NM_013587,chr5,-,35434140,35448348,35435972,35448340,Lrpap1,8,1083,1832,2923,False
NM_178379,chr11,-,63776128,63892974,63777623,63892880,Cox10,94,1332,1495,2921,False
NM_025901,chr2,+,181599064,181605531,181599163,181603036,Polr3k,99,327,2495,2921,False
NM_145217,chr10,-,80482334,80488122,80484563,80485160,Diras1,94,597,2229,2920,False
NM_175175,chr4,-,10915808,10934766,10917737,10918487,Plekhf2,241,750,1929,2920,False
NM_026225,chr3,-,52786044,52821145,52786965,52821120,Cog6,25,1974,921,2920,False
NM_001136090,chr18,-,70668333,70689975,70668567,70688392,Poli,660,2025,234,2919,False
NM_001162910,chr13,-,62469075,62484534,62470222,62484442,Gm3604,92,1680,1147,2919,False
NM_175451,chr10,-,83989049,83996633,83990214,83996611,Ckap4,22,1728,1165,2915,False
NM_010790,chr4,+,44313788,44377547,44316480,44376759,Melk,194,1932,788,2914,False
NM_001161458,chr8,+,107694573,107741888,107694875,107739826,Cbfb,302,549,2062,2913,False
NM_026869,chr3,+,89234758,89239052,89235056,89237436,Pygo2,190,1107,1616,2913,False
